Fallout 2 RE	Matched function	Line	Code
0x480040	void MapDirErase(char* folder, char* ext)	line 1343 in loadsave.c	sub_480040(byte_614704, "BAK");
0x49466c	void partyMemberUnPrepSave()	line 1344 in loadsave.c	sub_49466C();
0x480040	void MapDirErase(char* folder, char* ext)	line 1357 in loadsave.c	sub_480040(byte_614704, "BAK");
0x47dc60	void isLoadingGame()	line 1372 in loadsave.c	int sub_47DC60()
0x422194	void combat_over_from_load()	line 1384 in loadsave.c	sub_422194();
0x480040	void MapDirErase(char* folder, char* ext)	line 1432 in loadsave.c	sub_480040(byte_6145FC, "BAK");
0x49f984	void proto_dude_update_gender()	line 1433 in loadsave.c	sub_49F984();
0x4c6244	void db_fwriteLong()	line 1503 in loadsave.c	if (sub_4C6244(off_614808, ptr->field_64) == -1) {
0x4c6244	void db_fwriteLong()	line 1521 in loadsave.c	if (sub_4C6244(off_614808, ptr->field_70) == -1) {
0x4340d0	void strmfe()	line 1538 in loadsave.c	char* v1 = sub_4340D0(byte_6145FC, mapName, "sav");
0x4c614c	DWORD db_freadInt(DbFile* file, DWORD* _out)	line 1609 in loadsave.c	if (sub_4C614C(off_614808, &(ptr->field_64)) == -1) {
0x4c614c	DWORD db_freadInt(DbFile* file, DWORD* _out)	line 1621 in loadsave.c	if (sub_4C614C(off_614808, &(ptr->field_70)) == -1) {
0x47e5d0	void GetSlotList()	line 1651 in loadsave.c	int sub_47E5D0()
0x47e6d8	void ShowSlotList()	line 1687 in loadsave.c	void sub_47E6D8(int a1)
0x47e8e0	void DrawInfoBox()	line 1729 in loadsave.c	void sub_47E8E0(int a1)
0x47ec48	void LoadTumbSlot()	line 1798 in loadsave.c	int sub_47EC48(int a1)
0x47ed5c	void GetComment()	line 1833 in loadsave.c	int sub_47ED5C(int a1)
0x451970	void gsound_red_butt_press()	line 1902 in loadsave.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x451970	void gsound_red_butt_press()	line 1920 in loadsave.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x47f084	void get_input_str2()	line 1934 in loadsave.c	if (sub_47F084(window, 507, 508, description, LOAD_SAVE_DESCRIPTION_LENGTH - 1, 24, 35, byte_6A38D0[992], gLoadSaveFrmData[LOAD_SAVE_FRM_BOX][gLoadSaveFrmSizes[1].width * 35 + 24], 0) == 0) {
0x47f084	void get_input_str2()	line 1948 in loadsave.c	int sub_47F084(int win, int doneKeyCode, int cancelKeyCode, char* description, int maxLength, int x, int y, int textColor, int backgroundColor, int flags)
0x4c9370	void get_time()	line 1979 in loadsave.c	int tick = sub_4C9370();
0x4c8b78	DWORD get_input()	line 1981 in loadsave.c	int keyCode = sub_4C8B78();
0x434060	void isdoschar()	line 2005 in loadsave.c	if (!sub_434060(keyCode)) {
0x47f48c	void DummyFunc()	line 2045 in loadsave.c	int sub_47F48C(File* stream)
0x47f490	void PrepLoad()	line 2051 in loadsave.c	int sub_47F490(File* stream)
0x47f4c8	void EndLoad(DbFile* file)	line 2061 in loadsave.c	int sub_47F4C8(File* stream)
0x47f510	void GameMap2Slot()	line 2075 in loadsave.c	int sub_47F510(File* stream)
0x49460c	void partyMemberPrepSave()	line 2077 in loadsave.c	if (sub_49460C() == -1) {
0x483c98	void map_save_in_game()	line 2081 in loadsave.c	if (sub_483C98(false) == -1) {
0x49e758	void proto_list_str()	line 2092 in loadsave.c	if (sub_49E758(pid, path) != 0) {
0x480040	void MapDirErase(char* folder, char* ext)	line 2124 in loadsave.c	if (sub_480040(byte_614704, "SAV") == -1) {
0x4340d0	void strmfe()	line 2130 in loadsave.c	sub_4340D0(byte_6143F4, "AUTOMAP.DB", "SAV");
0x4340d0	void strmfe()	line 2151 in loadsave.c	sub_4340D0(byte_6143F4, "AUTOMAP.DB", "SAV");
0x49466c	void partyMemberUnPrepSave()	line 2177 in loadsave.c	if (sub_49466C() == -1) {
0x47f990	void SlotMap2Game()	line 2186 in loadsave.c	int sub_47F990(File* stream)
0x480040	void MapDirErase(char* folder, char* ext)	line 2203 in loadsave.c	if (sub_480040(byte_6143F4, "PRO") == -1) {
0x480040	void MapDirErase(char* folder, char* ext)	line 2209 in loadsave.c	if (sub_480040(byte_6143F4, "PRO") == -1) {
0x480040	void MapDirErase(char* folder, char* ext)	line 2215 in loadsave.c	if (sub_480040(byte_6143F4, "SAV") == -1) {
0x49e758	void proto_list_str()	line 2228 in loadsave.c	if (sub_49E758(pid, protoPath) == 0) {
0x4528b8	void gzdecompress_file()	line 2235 in loadsave.c	if (sub_4528B8(byte_6144F8, byte_6143F4) == -1) {
0x47fe14	void mygets()	line 2247 in loadsave.c	if (sub_47FE14(v11, stream) == -1) {
0x4528b8	void gzdecompress_file()	line 2254 in loadsave.c	if (sub_4528B8(byte_6143F4, byte_6144F8) == -1) {
0x4340d0	void strmfe()	line 2261 in loadsave.c	const char* v9 = sub_4340D0(byte_6144F8, "AUTOMAP.DB", "SAV");
0x47fe14	void mygets()	line 2286 in loadsave.c	int sub_47FE14(char* dest, File* stream)
0x47fe58	void copy_file()	line 2313 in loadsave.c	int sub_47FE58(const char* a1, const char* a2)
0x480040	void MapDirErase(char* folder, char* ext)	line 2390 in loadsave.c	sub_480040(path, "SAV");
0x480040	void MapDirErase(char* folder, char* ext)	line 2394 in loadsave.c	int sub_480040(const char* relativePath, const char* extension)
0x480104	void SaveBackup()	line 2424 in loadsave.c	int sub_480104()
0x4340d0	void strmfe()	line 2433 in loadsave.c	sub_4340D0(byte_6144F8, byte_6143F4, "BAK");
0x4340d0	void strmfe()	line 2459 in loadsave.c	sub_4340D0(byte_6144F8, byte_6143F4, "BAK");
0x4340d0	void strmfe()	line 2472 in loadsave.c	char* v1 = sub_4340D0(byte_6142F0, "AUTOMAP.DB", "SAV");
0x4340d0	void strmfe()	line 2475 in loadsave.c	char* v2 = sub_4340D0(byte_6142F0, "AUTOMAP.DB", "BAK");
0x47fe58	void copy_file()	line 2484 in loadsave.c	if (sub_47FE58(byte_6143F4, byte_6144F8) == -1) {
0x4803d8	void RestoreSave()	line 2495 in loadsave.c	int sub_4803D8()
0x480754	void EraseSave()	line 2499 in loadsave.c	sub_480754();
0x4340d0	void strmfe()	line 2504 in loadsave.c	sub_4340D0(byte_6144F8, byte_6143F4, "BAK");
0x480754	void EraseSave()	line 2508 in loadsave.c	sub_480754();
0x480754	void EraseSave()	line 2523 in loadsave.c	sub_480754();
0x4340d0	void strmfe()	line 2532 in loadsave.c	sub_4340D0(byte_6144F8, byte_6143F4, "SAV");
0x480754	void EraseSave()	line 2536 in loadsave.c	sub_480754();
0x4340d0	void strmfe()	line 2548 in loadsave.c	char* v1 = sub_4340D0(byte_6142F0, "AUTOMAP.DB", "BAK");
0x4340d0	void strmfe()	line 2552 in loadsave.c	char* v2 = sub_4340D0(byte_6142F0, "AUTOMAP.DB", "SAV");
0x480754	void EraseSave()	line 2557 in loadsave.c	sub_480754();
0x480710	void LoadObjDudeCid()	line 2565 in loadsave.c	int sub_480710(File* stream)
0x480734	void SaveObjDudeCid()	line 2579 in loadsave.c	int sub_480734(File* stream)
0x480754	void EraseSave()	line 2585 in loadsave.c	int sub_480754()
0x4340d0	void strmfe()	line 2614 in loadsave.c	char* v1 = sub_4340D0(byte_6144F8, "AUTOMAP.DB", "SAV");
0x450a08	void gsound_background_play_level_music()	line 133 in main.c	sub_450A08("07desert", 11);
0x480d4c	void main_load_new()	line 152 in main.c	sub_480D4C(byte_5194C8);
0x482084	void map_exit()	line 156 in main.c	sub_482084();
0x481fb4	void map_init()	line 178 in main.c	sub_481FB4();
0x482084	void map_exit()	line 196 in main.c	sub_482084();
0x48109c	void main_selfrun_play()	line 209 in main.c	// sub_48109C();
0x480f64	void main_selfrun_record()	line 237 in main.c	// sub_480F64();
0x480f38	void main_selfrun_exit()	line 244 in main.c	sub_480F38();
0x480f38	void main_selfrun_exit()	line 260 in main.c	sub_480F38();
0x4a8be0	void selfrun_get_list()	line 263 in main.c	if (sub_4A8BE0(&off_5194DC, &dword_5194E0) == 0) {
0x480d4c	void main_load_new()	line 271 in main.c	int sub_480D4C(char* mapFileName)
0x481fb4	void map_init()	line 284 in main.c	sub_481FB4();
0x4c8b78	DWORD get_input()	line 309 in main.c	int keyCode = sub_4C8B78();
0x480f38	void main_selfrun_exit()	line 335 in main.c	void sub_480F38()
0x4a8c10	void selfrun_free_list()	line 338 in main.c	sub_4A8C10(&off_5194DC);
0x4c8b78	DWORD get_input()	line 375 in main.c	sub_4C8B78();
0x4814b4	void mainDeathGrabTextFile()	line 390 in main.c	if (sub_4814B4(deathFileName, text) == 0) {
0x481598	void mainDeathWordWrap()	line 395 in main.c	if (sub_481598(text, 560, beginnings, &count) == 0) {
0x450f8c	void gsound_speech_play_preloaded()	line 422 in main.c	sub_450F8C();
0x4c9370	void get_time()	line 424 in main.c	unsigned int time = sub_4C9370();
0x4c8b78	DWORD get_input()	line 427 in main.c	keyCode = sub_4C8B78();
0x4c8b78	DWORD get_input()	line 435 in main.c	sub_4C8B78();
0x4814a8	void main_death_voiceover_callback()	line 458 in main.c	void sub_4814A8()
0x4814b4	void mainDeathGrabTextFile()	line 466 in main.c	int sub_4814B4(const char* fileName, char* dest)
0x481598	void mainDeathWordWrap()	line 508 in main.c	int sub_481598(char* text, int width, short* beginnings, short* count)
0x481aa8	void main_menu_is_enabled()	line 732 in main.c	int sub_481AA8()
0x4c9370	void get_time()	line 747 in main.c	unsigned int tick = sub_4C9370();
0x4c8b78	DWORD get_input()	line 751 in main.c	int keyCode = sub_4C8B78();
0x4b1dac	void tile_disable_scroll_limiting()	line 139 in map.c	sub_4B1DAC();
0x4b1d8c	void tile_disable_scroll_blocking()	line 140 in map.c	sub_4B1D8C();
0x4b1d80	void tile_enable_scroll_blocking()	line 187 in map.c	sub_4B1D80();
0x4b1da0	void tile_enable_scroll_limiting()	line 188 in map.c	sub_4B1DA0();
0x481fb4	void map_init()	line 254 in map.c	void sub_481FB4()
0x482938	void map_new_map()	line 273 in map.c	sub_482938();
0x44b48c	void gmouse_disable()	line 275 in map.c	sub_44B48C(0);
0x482084	void map_exit()	line 280 in map.c	void sub_482084()
0x44b454	void gmouse_enable()	line 296 in map.c	sub_44B454();
0x4a53e0	void scr_enable_critters()	line 300 in map.c	sub_4A53E0();
0x4a53f0	void scr_disable_critters()	line 312 in map.c	sub_4A53F0();
0x44b48c	void gmouse_disable()	line 315 in map.c	sub_44B48C(0);
0x4bfd50	void wmMapMarkMapEntranceState()	line 345 in map.c	sub_4BFD50(gMapHeader.field_34, elevation, 1);
0x418378	void dude_stand()	line 351 in map.c	sub_418378(gDude, gDude->rotation, gDude->fid);
0x494dd0	void partyMemberSyncPosition()	line 352 in map.c	sub_494DD0();
0x4822e0	void map_malloc_local_var()	line 416 in map.c	int sub_4822E0(int a1)
0x482528	void is_map_idx_same()	line 458 in map.c	bool sub_482528(int map1, int map2)
0x4bfa44	void wmMapIdxIsSaveable()	line 468 in map.c	if (!sub_4BFA44(map1)) {
0x4bfa44	void wmMapIdxIsSaveable()	line 472 in map.c	if (!sub_4BFA44(map2)) {
0x4c59a4	void wmMatchAreaContainingMapIdx()	line 477 in map.c	if (sub_4C59A4(map1, &city1) == -1) {
0x4c59a4	void wmMatchAreaContainingMapIdx()	line 482 in map.c	if (sub_4C59A4(map2, &city2) == -1) {
0x4825cc	void get_map_idx_same()	line 490 in map.c	int sub_4825CC(int map1, int map2)
0x4c59a4	void wmMatchAreaContainingMapIdx()	line 493 in map.c	if (sub_4C59A4(map1, &city1) == -1) {
0x4c59a4	void wmMatchAreaContainingMapIdx()	line 498 in map.c	if (sub_4C59A4(map2, &city2) == -1) {
0x4c59a4	void wmMatchAreaContainingMapIdx()	line 513 in map.c	if (sub_4C59A4(map, &city) == -1) {
0x4c59a4	void wmMatchAreaContainingMapIdx()	line 526 in map.c	if (sub_4C59A4(map, &city) == 0) {
0x4c450c	void wmGetAreaIdxName()	line 527 in map.c	sub_4C450C(city, byte_631E50);
0x4c9370	void get_time()	line 548 in map.c	gIsoWindowScrollTimestamp = sub_4C9370();
0x482938	void map_new_map()	line 663 in map.c	void sub_482938()
0x48b318	void obj_remove_all()	line 674 in map.c	sub_48B318();
0x4186cc	void anim_stop()	line 675 in map.c	sub_4186CC();
0x484210	void square_reset()	line 689 in map.c	sub_484210();
0x48411c	void map_place_dude_and_mouse()	line 690 in map.c	sub_48411C();
0x483c98	void map_save_in_game()	line 759 in map.c	sub_483C98(true);
0x4947ac	void partyMemberPrepLoad()	line 762 in map.c	sub_4947AC();
0x44b4d8	void gmouse_disable_scrolling()	line 763 in map.c	sub_44B4D8();
0x4186cc	void anim_stop()	line 774 in map.c	sub_4186CC();
0x48b318	void obj_remove_all()	line 802 in map.c	sub_48B318();
0x48431c	void square_load()	line 844 in map.c	if (sub_48431C(stream, gMapHeader.flags) != 0) {
0x483784	void map_fix_critter_combat_data()	line 859 in map.c	sub_483784();
0x4a6600	void scr_spatials_disable()	line 918 in map.c	sub_4A6600();
0x4a65f0	void scr_spatials_enable()	line 920 in map.c	sub_4A65F0();
0x482938	void map_new_map()	line 936 in map.c	sub_482938();
0x48c938	void obj_preload_art_cache()	line 939 in map.c	sub_48C938(gMapHeader.flags);
0x4949c4	void partyMemberRecoverLoad()	line 942 in map.c	sub_4949C4();
0x45ea10	void intface_show()	line 943 in map.c	sub_45EA10();
0x49f984	void proto_dude_update_gender()	line 944 in map.c	sub_49F984();
0x48411c	void map_place_dude_and_mouse()	line 945 in map.c	sub_48411C();
0x44b4d8	void gmouse_disable_scrolling()	line 948 in map.c	sub_44B4D8();
0x452628	void gsound_sfx_q_start()	line 969 in map.c	if (sub_452628() == -1) {
0x4bfb08	void wmMapMarkVisited()	line 973 in map.c	sub_4BFB08(gMapHeader.field_34);
0x4bfd50	void wmMapMarkMapEntranceState()	line 974 in map.c	sub_4BFD50(gMapHeader.field_34, gElevation, 1);
0x4c056c	void wmCheckGameAreaEvents()	line 976 in map.c	if (sub_4C056C() != 0) {
0x44b4cc	void gmouse_enable_scrolling()	line 983 in map.c	sub_44B4CC();
0x4340d0	void strmfe()	line 1005 in map.c	sub_4340D0(mapName, fileName, "SAV");
0x48328c	void map_age_dead_critters()	line 1014 in map.c	if (sub_48328C() == -1) {
0x4bfa64	void wmMapIsSaveable()	line 1020 in map.c	if (!sub_4BFA64()) {
0x4340d0	void strmfe()	line 1026 in map.c	sub_4340D0(gMapHeader.name, v15, "SAV");
0x48328c	void map_age_dead_critters()	line 1037 in map.c	int sub_48328C()
0x4bfa90	void wmMapDeadBodiesAge()	line 1039 in map.c	if (!sub_4BFA90()) {
0x42e6ac	void critter_flag_check()	line 1055 in map.c	if (critterGetKillType(obj) != KILL_TYPE_ROBOT && sub_42E6AC(obj->pid, 512) == 0) {
0x42d9f4	void critter_heal_hours()	line 1056 in map.c	sub_42D9F4(obj, v4);
0x42e6ac	void critter_flag_check()	line 1086 in map.c	if (critterGetKillType(obj) != KILL_TYPE_ROBOT && sub_42E6AC(obj->pid, 512) == 0) {
0x42e6ac	void critter_flag_check()	line 1117 in map.c	if (sub_42E6AC(obj->pid, 64) == 0) {
0x477804	void item_drop_all()	line 1118 in map.c	sub_477804(obj, obj->tile);
0x48358c	void map_target_load_area()	line 1155 in map.c	int sub_48358C()
0x4c59a4	void wmMatchAreaContainingMapIdx()	line 1158 in map.c	if (sub_4C59A4(gMapHeader.field_34, &city) == -1) {
0x4186cc	void anim_stop()	line 1197 in map.c	sub_4186CC();
0x4c4850	void wmTownMap()	line 1198 in map.c	sub_4C4850();
0x4186cc	void anim_stop()	line 1203 in map.c	sub_4186CC();
0x4bfe0c	void wmWorldMap()	line 1204 in map.c	sub_4BFE0C();
0x4c59a4	void wmMatchAreaContainingMapIdx()	line 1228 in map.c	sub_4C59A4(gMapHeader.field_34, &city);
0x4c5a1c	void wmTeleportToArea()	line 1229 in map.c	if (sub_4C5A1C(city) == -1) {
0x483784	void map_fix_critter_combat_data()	line 1239 in map.c	void sub_483784()
0x483850	void map_save()	line 1258 in map.c	int sub_483850()
0x483980	void map_save_file()	line 1277 in map.c	rc = sub_483980(stream);
0x483980	void map_save_file()	line 1296 in map.c	int sub_483980(File* stream)
0x4c6550	void db_fwriteLongCount()	line 1357 in map.c	sub_4C6550(stream, dword_631E40[elevation]->field_0, SQUARE_GRID_SIZE);
0x4dba98	void win_msg()	line 1366 in map.c	// sub_4DBA98(err, 80, 80, byte_6A38D0[31744]);
0x4dba98	void win_msg()	line 1372 in map.c	// sub_4DBA98(err, 80, 80, byte_6A38D0[31744]);
0x483c98	void map_save_in_game()	line 1381 in map.c	int sub_483C98(bool a1)
0x4186cc	void anim_stop()	line 1387 in map.c	sub_4186CC();
0x495870	void partyMemberSaveProtos()	line 1388 in map.c	sub_495870();
0x4a2920	void queue_leaving_map()	line 1391 in map.c	sub_4A2920();
0x4947ac	void partyMemberPrepLoad()	line 1392 in map.c	sub_4947AC();
0x495140	void partyMemberPrepItemSaveAll()	line 1393 in map.c	sub_495140();
0x48a9a0	void obj_reset_roof()	line 1402 in map.c	sub_48A9A0();
0x4bfa64	void wmMapIsSaveable()	line 1410 in map.c	if (a1 && !sub_4BFA64()) {
0x4340d0	void strmfe()	line 1414 in map.c	sub_4340D0(gMapHeader.name, name, "SAV");
0x4340d0	void strmfe()	line 1421 in map.c	sub_4340D0(gMapHeader.name, name, "SAV");
0x483850	void map_save()	line 1422 in map.c	if (sub_483850() == -1) {
0x48b318	void obj_remove_all()	line 1432 in map.c	sub_48B318();
0x4a20f4	void proto_remove_all()	line 1433 in map.c	sub_4A20F4();
0x484210	void square_reset()	line 1434 in map.c	sub_484210();
0x4b2e98	void grid_render()	line 1475 in map.c	sub_4B2E98(&clampedDirtyRect, gElevation);
0x489550	void obj_render_pre_roof()	line 1476 in map.c	sub_489550(&clampedDirtyRect, gElevation);
0x4897ec	void obj_render_post_roof()	line 1478 in map.c	sub_4897EC(&clampedDirtyRect, gElevation);
0x4b2e98	void grid_render()	line 1495 in map.c	sub_4B2E98(&clampedDirtyRect, gElevation);
0x489550	void obj_render_pre_roof()	line 1496 in map.c	sub_489550(&clampedDirtyRect, gElevation);
0x4897ec	void obj_render_post_roof()	line 1498 in map.c	sub_4897EC(&clampedDirtyRect, gElevation);
0x48411c	void map_place_dude_and_mouse()	line 1522 in map.c	void sub_48411C()
0x48c788	void obj_clear_seen()	line 1524 in map.c	sub_48C788();
0x418378	void dude_stand()	line 1540 in map.c	sub_418378(gDude, gDude->rotation, gDude->fid);
0x494dd0	void partyMemberSyncPosition()	line 1541 in map.c	sub_494DD0();
0x484210	void square_reset()	line 1549 in map.c	void sub_484210()
0x48431c	void square_load()	line 1576 in map.c	int sub_48431C(File* stream, int flags)
0x484210	void square_reset()	line 1583 in map.c	sub_484210();
0x4c63bc	DWORD db_freadIntCount(DbFile* file, DWORD* dest, DWORD count)	line 1588 in map.c	if (sub_4C63BC(stream, arr, SQUARE_GRID_SIZE) != 0) {
0x484fb4	void message_load_field()	line 204 in message.c	rc = sub_484FB4(file_ptr, num);
0x484fb4	void message_load_field()	line 209 in message.c	if (sub_484FB4(file_ptr, audio) != 0) {
0x484fb4	void message_load_field()	line 214 in message.c	if (sub_484FB4(file_ptr, text) != 0) {
0x484f60	void message_parse_number()	line 219 in message.c	if (!sub_484F60(&(entry.num), num)) {
0x484d68	DWORD message_add(MessageList* file, MessageNode* msg)	line 224 in message.c	if (!sub_484D68(messageList, &entry)) {
0x484d10	DWORD message_find(DWORD* msgFile, DWORD msgNumber, DWORD* outBuf)	line 263 in message.c	if (!sub_484D10(msg, entry->num, &index)) {
0x484cb8	DWORD message_make_path(char* outpath, char* path)	line 278 in message.c	bool sub_484CB8(char* dest, const char* path)
0x484d10	DWORD message_find(DWORD* msgFile, DWORD msgNumber, DWORD* outBuf)	line 300 in message.c	bool sub_484D10(MessageList* msg, int num, int* out_index)
0x484d68	DWORD message_add(MessageList* file, MessageNode* msg)	line 338 in message.c	bool sub_484D68(MessageList* msg, MessageListItem* new_entry)
0x484d10	DWORD message_find(DWORD* msgFile, DWORD msgNumber, DWORD* outBuf)	line 344 in message.c	if (sub_484D10(msg, new_entry->num, &index)) {
0x484f60	void message_parse_number()	line 399 in message.c	bool sub_484F60(int* out_num, const char* str)
0x484fb4	void message_load_field()	line 436 in message.c	int sub_484FB4(File* file, char* str)
0x485250	void defaultNameMangler()	line 18 in mouse_manager.c	char* sub_485250(char* a1)
0x485254	void defaultRateCallback()	line 24 in mouse_manager.c	int sub_485254()
0x48525c	void defaultTimeCallback()	line 30 in mouse_manager.c	int sub_48525C()
